Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,CLOSEST,160,47402.0994,1.7313,2249.654,0.0822,49651.7534,1.8135,221683.1678,12.3686,4458931.3259,248.7826,4680614.4936,261.1513,104.4163,47600,29639,0,17923,0,38,0,0,0,0,0,47600,29639,62.266806722689076,17080.7920000023,0.0,17080.7920000023,85756.80000004689,0.0,0.0,50.7709903604774,60.0179,0,0,63.1438,359.0624,2.1761,0,0,0,0,359.0624,2.2441,0,0,0,-1.0,[],[]
ALL,CLOSEST,180,67664.8522,2.0156,4907.4812,0.1462,72572.3334,2.1618,214973.4272,10.7171,3651904.6065,182.0582,3866878.0337,192.7752,73.4561,53600,33488,0,20059,0,53,0,0,0,0,0,53600,33488,62.47761194029851,34566.088000006814,0.0,34566.088000006814,123564.5000000836,0.0,0.0,42.717043230637955,63.4989,0,0,66.4386,409.5146,2.2136,0,0,0,0,409.5146,2.2751,0,0,0,-1.0,[],[]
ALL,CLOSEST,200,74978.4625,2.0121,7008.8169,0.1881,81987.2794,2.2002,237349.31,10.4,4463505.1604,195.5791,4700854.4704,205.9791,79.5999,59500,36613,0,22822,0,65,0,0,0,0,0,59500,36613,61.5344537815126,44172.408000015144,0.0,44172.408000015144,143276.150000046,0.0,0.0,43.30809496906501,62.4476,0,0,65.0496,456.0742,2.2248,0,0,0,0,456.0742,2.2804,0,0,0,-1.0,[],[]
ALL,MIST,100,48031.9899,2.3902,2010.6311,0.1001,50042.621,2.4903,90145.3037,9.5665,1237124.3589,131.2877,1327269.6626,140.8543,46.6601,29800,20104,0,9423,0,273,0,0,0,0,0,29800,20104,67.46308724832215,37458.5600000039,0.0,37458.5600000039,95864.30000005591,0.0,0.0,31.18877705481483,69.3121,0,0,75.0881,247.991,2.3618,0,0,0,0,247.991,2.4799,0,0,0,-1.0,[],[]
ALL,MIST,120,55966.1191,2.4402,3919.3064,0.1709,59885.4254,2.6111,128130.8286,9.8102,1859298.8486,142.355,1987429.6772,152.1652,56.8762,35700,22254,0,13061,0,385,0,0,0,0,0,35700,22254,62.33613445378151,42276.95600000507,0.0,42276.95600000507,116068.9000000755,0.0,0.0,31.224236570009516,69.106,0,0,73.9051,294.8001,2.3584,0,0,0,0,294.8001,2.4567,0,0,0,-1.0,[],[]
ALL,MIST,140,75273.6929,2.7158,4791.1478,0.1729,80064.8407,2.8887,123671.9963,8.5818,1207774.5487,83.8092,1331446.5449,92.391,33.5053,41700,26722,0,14411,0,567,0,0,0,0,0,41700,26722,64.08153477218225,55708.704000007805,0.0,55708.704000007805,138464.00000006458,0.0,0.0,30.251465705275727,74.5475,0,0,78.9848,338.4569,2.3342,0,0,0,0,338.4569,2.4175,0,0,0,-1.0,[],[]
ALL,MIST,160,81941.8049,2.7713,6729.7069,0.2276,88671.5119,2.9989,168095.2191,8.9493,2228558.0899,118.6476,2396653.3089,127.5969,51.4017,47600,28196,0,18783,0,621,0,0,0,0,0,47600,28196,59.23529411764706,62114.74000001044,0.0,62114.74000001044,159738.2999999937,0.0,0.0,30.74586877395815,73.1483,0,0,76.9581,390.0267,2.3638,0,0,0,0,390.0267,2.4377,0,0,0,-1.0,[],[]
ALL,MIST,180,116304.949,3.2858,10190.1202,0.2879,126495.0693,3.5737,159050.846,8.5672,2625496.7673,141.4219,2784547.6133,149.9891,53.9472,53600,34377,0,18565,0,658,0,0,0,0,0,53600,34377,64.13619402985074,73802.02000002294,0.0,73802.02000002294,186690.19999991564,0.0,0.0,28.744159653926314,75.3792,0,0,78.869,439.8532,2.3776,0,0,0,0,439.8532,2.4436,0,0,0,-1.0,[],[]
ALL,MIST,200,118363.9397,3.081,11191.0108,0.2913,129554.9506,3.3723,167923.59,8.5632,2135505.6796,108.8988,2303429.2696,117.462,41.9285,59500,38922,0,19610,0,968,0,0,0,0,0,59500,38922,65.41512605042017,87830.2560000424,0.0,87830.2560000424,209027.79999984812,0.0,0.0,29.557512940126298,75.6231,0,0,78.7741,495.7284,2.4182,0,0,0,0,495.7284,2.4786,0,0,0,-1.0,[],[]
ALL,EDGE,100,16955.4056,2.4695,43940.7275,6.3998,60896.1331,8.8692,21057.1868,0.8987,718645.1071,30.6694,739702.2939,31.568,26.4241,29800,6367,0,23432,0,1,0,0,0,29800,6367,0,0,21.36577181208054,230781.367999995,0.0,230781.367999995,103251.80000003887,0.0,0.0,4.601094278273279,4.9245,0,80.0224,0,345.7145,3.2925,0,0,7.7701,1.9425,337.9445,3.3794,0,0,0,-1.0,[],[]
ALL,EDGE,120,5756.4709,2.9596,16045.931,8.2498,21802.4019,11.2095,40148.1873,1.1841,2486037.5604,73.3236,2526185.7477,74.5078,71.0736,35700,1794,0,33905,0,1,0,0,0,35700,1794,0,0,5.025210084033613,239984.55599999052,0.0,239984.55599999052,96894.00000004303,0.0,0.0,4.396963927345885,3.3226,0,63.9604,0,416.0873,3.3287,0,0,9.4981,2.3745,406.5892,3.3882,0,0,0,-1.0,[],[]
ALL,EDGE,140,3556.5475,2.4958,8974.5001,6.2979,12531.0476,8.7937,49059.6047,1.2155,5246307.6182,129.9846,5295367.2229,131.2001,127.0258,41700,1333,0,40361,0,6,0,0,0,41700,1333,0,0,3.196642685851319,301483.2240000014,0.0,301483.2240000014,104958.65000005047,0.0,0.0,3.8636757835048137,4.0418,0,89.9293,0,476.6069,3.2869,0,0,10.9119,2.728,465.695,3.3264,0,0,0,-1.0,[],[]
ALL,EDGE,160,2921.8482,2.5789,6555.7902,5.7862,9477.6385,8.3651,58201.2558,1.2505,9179939.3512,197.2357,9238140.607,198.4861,193.968,47600,1056,0,46543,0,1,0,0,0,47600,1056,0,0,2.2184873949579833,392444.35999999463,0.0,392444.35999999463,119949.95000005882,0.0,0.0,3.423814498370598,3.4861,0,88.0242,0,554.74,3.3621,0,0,12.7125,3.1781,542.0274,3.3877,0,0,0,-1.0,[],[]
ALL,EDGE,180,2678.8381,2.3812,5996.3521,5.3301,8675.1902,7.7113,65324.8631,1.2427,13293724.3367,252.9007,13359049.1998,254.1434,248.9798,53600,1035,0,52565,0,0,0,0,0,53600,1035,0,0,1.9309701492537314,480688.1159999868,0.0,480688.1159999868,132146.8500000567,0.0,0.0,3.0703810088902777,3.1203,0,88.1485,0,616.1779,3.3307,0,0,14.1263,3.5316,602.0515,3.3447,0,0,0,-1.0,[],[]
ALL,EDGE,200,2518.5648,2.3582,5195.5992,4.8648,7714.164,7.223,73968.2988,1.2646,18758908.5799,320.7144,18832876.8787,321.9791,316.3349,59500,1001,0,58491,0,8,0,0,0,59500,1001,0,0,1.6823529411764706,591522.7479999986,0.0,591522.7479999986,147949.95000000967,0.0,0.0,2.76513373445156,2.5209,0,78.7793,0,694.4913,3.3878,0,0,15.927,3.9817,678.5644,3.3928,0,0,0,-1.0,[],[]
ALL,CLOUD,100,655.7228,1.1794,3423.248,6.1569,4078.9708,7.3363,18183.1741,0.6209,9214715.7517,314.6458,9232898.9257,315.2666,309.5295,29800,514,0,29286,0,0,0,29800,514,0,0,0,0,1.7248322147651007,2762283.7920000423,2743960.520000036,2762283.7920000423,72259.40000002462,0.0,0.0,0.31147202154811865,1.3894,90.3093,0,0,338.8222,3.2269,7.765,7.765,0,0,331.0573,3.3106,0,0,0,-1.0,[],[]
ALL,CLOUD,120,616.4508,1.2231,3177.2029,6.304,3793.6537,7.5271,22315.3595,0.6334,15703645.712,445.7591,15725961.0716,446.3925,440.2025,35700,471,0,35229,0,0,0,35700,471,0,0,0,0,1.319327731092437,4033679.8800000823,4012770.04000008,4033679.8800000823,87666.50000003616,0.0,0.0,0.2554341425386745,1.2118,93.3119,0,0,414.0305,3.3122,9.4919,9.4919,0,0,404.5386,3.3712,0,0,0,-1.0,[],[]
ALL,CLOUD,140,588.273,1.2651,2938.5625,6.3195,3526.8356,7.5846,25821.8297,0.6258,23001325.0159,557.4052,23027146.8456,558.0309,551.8973,41700,435,0,41265,0,0,0,41700,435,0,0,0,0,1.0431654676258992,5407680.244000046,5384722.380000042,5407680.244000046,100269.85000004538,0.0,0.0,0.2173934804241052,1.0422,92.7564,0,0,475.5578,3.2797,10.9047,10.9047,0,0,464.653,3.319,0,0,0,-1.0,[],[]
ALL,CLOUD,160,553.4559,1.0981,2942.4629,5.8382,3495.9188,6.9363,27257.605,0.6448,26418851.4127,624.9728,26446109.0177,625.6176,618.3281,47600,5328,0,42272,0,0,0,47600,5328,0,0,0,0,11.193277310924369,7188455.816000041,7164166.140000011,7188455.816000041,116269.50000005757,0.0,0.0,0.7225229769995747,0.9901,100,0,0,553.9151,3.3571,12.7056,12.7056,0,0,541.2095,3.3826,0,0,0,-1.0,[],[]
ALL,CLOUD,180,576.167,1.2285,2826.6256,6.0269,3402.7927,7.2554,27237.5297,0.6326,28387841.3562,659.3237,28415078.8859,659.9563,652.9232,53600,10544,0,43056,0,0,0,53600,10544,0,0,0,0,19.671641791044777,8975957.672000036,8948103.060000041,8975957.672000036,129098.0500000659,0.0,0.0,0.16619303375089867,0.885,100,0,0,615.4911,3.327,14.1171,14.1171,0,0,601.374,3.341,0,0,0,-1.0,[],[]
ALL,CLOUD,200,576.8906,1.2145,2852.3288,6.0049,3429.2194,7.2194,27245.9231,0.6432,29046065.2831,685.647,29073311.2062,686.2902,678.7605,59500,17137,0,42363,0,0,0,59500,17137,0,0,0,0,28.80168067226891,1.1273139604000265E7,1.1242832700000262E7,1.1273139604000265E7,145222.90000002555,0.0,0.0,0.15063621627307744,0.8,100,0,0,693.8749,3.3848,15.9165,15.9165,0,0,677.9584,3.3898,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,100,52310.873,2.0541,21664.9975,0.8507,73975.8705,2.9048,36702.0178,7.16,186344.9584,36.3529,223046.9762,43.5129,9.7088,29800,24464,0,5126,0,210,0,3412,3286,13632,11403,12756,9775,82.09395973154362,223491.85599997782,77047.16800000022,223491.85599997782,110503.80000007001,0.0,0.0,19.058789710129872,60.9001,7.3801,18.6196,64.6108,294.5118,2.8049,0.6357,0.6357,3.3538,0.8385,290.5222,2.9052,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,120,77444.929,2.4836,23000.5383,0.7376,100445.4673,3.2212,38462.3844,6.7537,94803.7664,16.6468,133266.1507,23.4006,6.3374,35700,29733,0,5695,0,272,0,3774,3634,15040,13162,16886,12937,83.28571428571429,399952.31199993443,137863.89200000034,399952.31199993443,148209.8000000262,0.0,0.0,18.445565975891885,59.9415,7.6661,16.0305,63.1071,363.6366,2.9091,0.9221,0.9221,3.8839,0.971,358.8306,2.9903,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,140,82898.169,2.3129,28220.3766,0.7874,111118.5455,3.1003,49995.4811,6.8328,334870.7868,45.7661,384866.2679,52.5989,11.4923,41700,34049,0,7317,0,334,0,4080,3898,16307,13705,21313,16446,81.65227817745803,512831.34799989965,189055.00000000047,512831.34799989965,168806.4999999673,0.0,0.0,18.667118991311803,56.7144,8.8202,17.7036,59.1422,420.5047,2.9,1.0993,1.0993,4.3267,1.0817,415.0786,2.9648,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,160,107518.0357,2.6454,36107.1389,0.8884,143625.1746,3.5337,57654.1617,6.5509,429034.5084,48.7484,486688.6701,55.2992,12.7478,47600,38456,0,8801,0,343,0,4336,4201,17344,14477,25920,19778,80.78991596638656,673914.2159998658,254199.3400000003,673914.2159998658,195904.54999988942,0.0,0.0,19.298234621166,62.2182,10.2174,19.4326,64.5426,482.0954,2.9218,1.2544,1.2544,4.7297,1.1824,476.1112,2.9757,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,180,116069.6585,2.7195,40229.5362,0.9426,156299.1947,3.662,72976.3714,5.7909,407755.9329,32.3564,480732.3042,38.1473,11.5231,53600,40627,0,12602,0,371,0,4576,4413,18253,13588,30771,22626,75.79664179104478,702874.8439997952,286280.967999999,702874.8439997952,217256.54999984268,0.0,0.0,20.840180660462327,66.4513,10.5992,19.2927,68.715,527.847,2.8532,1.2938,1.2938,4.6461,1.1615,521.9071,2.8995,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,200,134044.5285,2.7265,42389.3858,0.8622,176433.9142,3.5887,76839.4763,6.436,631402.2188,52.8857,708241.6951,59.3217,14.4784,59500,47019,0,11939,0,542,0,4768,4644,19072,15067,35660,27308,79.02352941176471,902165.0839997523,361281.31599999906,902165.0839997523,244950.29999975642,0.0,0.0,20.467477839431467,67.3878,11.8719,20.4939,69.4136,594.3451,2.8992,1.4676,1.4676,4.9504,1.2376,587.927,2.9396,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,100,39780.3923,1.469,33504.6073,1.2372,73284.9996,2.7062,7495.6803,1.902,21654.652,5.4947,29150.3323,7.3967,3.3021,29800,25806,0,3941,0,53,0,5888,5669,17620,14543,6292,5594,86.59731543624162,540317.8679999547,205430.3799999997,540317.8679999547,128021.85000007959,0.0,0.0,11.844907495707469,52.1307,34.788,50.4921,52.529,333.4709,3.1759,1.5536,1.5536,4.4849,1.1212,327.4324,3.2743,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,120,47663.4588,1.6003,50867.141,1.7079,98530.5998,3.3082,9042.7031,1.2004,58358.9941,7.7471,67401.6972,8.9475,4.4466,35700,28102,0,7533,0,65,0,6752,6317,20251,13872,8697,7913,78.71708683473389,706211.3439999293,274681.08400000026,706211.3439999293,157809.3500000038,0.0,0.0,13.362373212052942,51.9184,40.5325,61.5056,51.544,408.3968,3.2672,1.8098,1.8098,5.5074,1.3769,401.0795,3.3423,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,140,56093.7689,1.7077,61843.3404,1.8828,117937.1093,3.5905,14687.1975,1.394,128702.7209,12.2155,143389.9184,13.6095,6.0237,41700,31063,0,10536,0,101,0,7584,6798,22721,14075,11395,10190,74.4916067146283,814884.0639999023,333600.69999999925,814884.0639999023,177964.79999994766,0.0,0.0,14.42676677176603,64.1567,42.9726,65.507,64.3446,460.152,3.1735,1.9007,1.9007,5.8296,1.4574,452.4216,3.2316,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,160,63810.0707,1.8803,72695.1576,2.1421,136505.2283,4.0223,19641.4513,1.2686,212458.84,13.7221,232100.2913,14.9907,7.4586,47600,31971,0,15483,0,146,0,8323,7232,24960,11954,14317,12785,67.16596638655462,1022023.3679998623,426646.5120000013,1022023.3679998623,204947.2499998827,0.0,0.0,16.10098684269667,67.6037,50.3084,72.9312,67.5619,534.9638,3.2422,2.2887,2.2887,6.6068,1.6517,526.0684,3.2879,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,180,64229.7467,1.7556,63920.6972,1.7472,128150.4438,3.5028,31305.6182,1.6628,532994.2779,28.3101,564299.8961,29.9729,12.4964,53600,34592,0,18827,0,181,0,9039,7040,27072,11959,17489,15593,64.53731343283582,1161661.1199998776,527333.7759999974,1161661.1199998776,210489.24999983684,0.0,0.0,17.050639978509288,63.5319,47.3642,68.5623,63.4953,588.9759,3.1837,2.4907,2.4907,7.1516,1.7879,579.3336,3.2185,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,200,65260.8272,1.9194,60606.5154,1.7825,125867.3426,3.7019,40396.2285,1.4897,909401.6968,33.5362,949797.9252,35.0259,17.5998,59500,32192,0,27117,0,191,0,9680,8066,29056,5456,20764,18670,54.10420168067227,1173243.6959998158,524623.6880000002,1173243.6959998158,228322.54999979728,0.0,0.0,19.23999095033759,63.9979,47.0386,79.8538,63.6107,661.5559,3.2271,2.4009,2.4009,8.2497,2.0624,650.9053,3.2545,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,100,31216.1072,1.0873,35189.4875,1.2256,66405.5947,2.3129,1365.3523,0.5885,8021.0066,3.4573,9386.3589,4.0458,2.4425,29800,27467,0,2320,0,13,0,10237,9311,14496,13217,5067,4939,92.17114093959732,722388.2679999532,333407.2959999997,722388.2679999532,130716.35000008463,0.0,0.0,9.55230943694182,16.3767,58.1723,49.766,13.4541,347.3677,3.3083,2.4693,2.4693,4.3719,1.093,340.5264,3.4053,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,120,38085.8731,1.1744,54863.5387,1.6917,92949.4119,2.8661,2311.1575,0.4648,27655.4383,5.5622,29966.5958,6.0271,3.2863,35700,30684,0,4972,0,44,0,10241,8397,18720,15759,6739,6528,85.94957983193277,1010449.5159999355,460183.97600000136,1010449.5159999355,160175.79999999815,0.0,0.0,9.7190170939265,21.9256,68.2212,56.7143,19.3499,418.4259,3.3474,2.9696,2.9696,4.896,1.224,410.5603,3.4213,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,140,46139.0206,1.2294,58641.0345,1.5625,104780.055,2.7918,2975.2371,0.4893,33938.2542,5.581,36913.4913,6.0703,3.249,41700,35586,0,6081,0,33,0,10657,8472,20000,16404,11043,10710,85.33812949640287,1150767.0719999368,525134.5680000006,1150767.0719999368,183730.0999999352,0.0,0.0,11.207761682978756,30.9514,68.0207,59.4908,29.1511,472.5655,3.2591,2.945,2.945,5.1126,1.2781,464.5079,3.3179,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,160,58573.4736,1.4744,74278.2369,1.8698,132851.7105,3.3442,5782.3384,0.5745,70567.2923,7.0112,76349.6307,7.5857,4.2016,47600,37430,0,10065,0,105,0,11917,8576,19874,13901,15809,14953,78.6344537815126,1286666.0399999209,591810.576000002,1286666.0399999209,213050.39999986003,0.0,0.0,12.38537142591479,41.896,71.2592,67.0408,40.5424,547.3267,3.3171,3.1166,3.1166,5.9676,1.4919,538.2425,3.364,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,180,66858.0063,1.5122,77281.8855,1.748,144139.8918,3.2602,7602.943,0.6481,83193.7718,7.0912,90796.7148,7.7392,4.1995,53600,41725,0,11732,0,143,0,12207,8189,22140,15207,19253,18329,77.84514925373135,1455249.0679999758,686232.4360000007,1455249.0679999758,235670.7999997933,0.0,0.0,12.969630767306986,48.1738,71.3271,66.8367,47.2682,597.5875,3.2302,3.1611,3.1611,5.9513,1.4878,588.4752,3.2693,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,200,76176.0951,1.5993,83607.0253,1.7553,159783.1204,3.3545,12794.6024,0.8839,110251.8447,7.6167,123046.4471,8.5006,4.5539,59500,44861,0,14475,0,164,0,12415,7688,23244,14968,23841,22205,75.39663865546218,1632189.299999938,760492.908000003,1632189.299999938,265313.84999972256,0.0,0.0,13.634642262586043,55.1695,72.8048,68.9464,54.5633,666.4437,3.2509,3.239,3.239,6.139,1.5347,657.0658,3.2853,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,100,36669.0737,1.4328,42421.9416,1.6576,79091.0153,3.0905,5725.1979,1.0444,42782.5728,7.8042,48507.7708,8.8486,4.1063,29800,24264,0,5482,0,54,0,5424,5181,19106,14354,5270,4729,81.42281879194631,533789.0359999586,189486.34000000043,533789.0359999586,129250.65000007764,0.0,0.0,11.389410669384961,35.8177,33.3325,58.1544,34.37,340.9592,3.2472,1.4689,1.4689,5.1233,1.2808,334.3671,3.3437,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,120,46206.438,1.6597,57099.8152,2.0509,103306.2531,3.7106,9685.7986,1.0341,97687.3983,10.43,107373.1968,11.4641,5.6624,35700,26273,0,9366,0,61,0,6283,6002,22080,13712,7337,6559,73.593837535014,678377.1879999369,246143.94400000063,678377.1879999369,157382.550000005,0.0,0.0,12.734106288969738,48.2342,38.3508,67.3712,47.3083,410.6857,3.2855,1.6891,1.6891,5.9411,1.4853,403.0556,3.3588,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,140,53125.837,1.8393,68694.5392,2.3783,121820.3762,4.2176,14073.7493,0.9816,183564.7728,12.8036,197638.5221,13.7852,7.3913,41700,27268,0,14337,0,95,0,7088,6429,24952,12167,9660,8672,65.39088729016787,790292.0079999116,295581.6000000008,790292.0079999116,178711.89999995098,0.0,0.0,14.597890719272494,53.4534,40.7529,74.8394,52.5862,468.9186,3.2339,1.8107,1.8107,6.6927,1.6732,460.4152,3.2887,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,160,55162.073,1.7724,61373.7994,1.972,116535.8724,3.7444,26278.2207,1.4586,477248.9631,26.4903,503527.1839,27.9489,12.6186,47600,29447,0,18016,0,137,0,7824,5700,27584,12961,12192,10786,61.86344537815126,1033803.5719998913,464934.3719999994,1033803.5719998913,191983.84999990373,0.0,0.0,15.362839848395486,57.8055,48.4031,64.1364,57.6396,532.0997,3.2248,2.5246,2.5246,6.5104,1.6276,523.0647,3.2692,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,180,61807.9195,2.0109,70906.9724,2.3069,132714.8919,4.3178,28183.8322,1.1504,622705.6207,25.4166,650889.4529,26.5669,14.1862,53600,28973,0,24500,0,127,0,8544,7229,30067,8241,14989,13503,54.05410447761194,1133937.4159998721,481322.2319999995,1133937.4159998721,213779.54999985895,0.0,0.0,17.296626845803907,57.0002,49.1737,78.254,56.2855,594.3694,3.2128,2.4518,2.4518,7.69,1.9225,584.2276,3.2457,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,200,52085.493,1.8993,36749.4149,1.34,88834.9079,3.2393,49567.5696,1.4875,1796648.1717,53.9178,1846215.7414,55.4053,31.8548,59500,26004,0,33322,0,174,0,9184,7663,32364,2373,17952,15968,43.70420168067227,1118775.399999812,496874.8200000003,1118775.399999812,207416.44999985892,0.0,0.0,19.363388961657247,53.4315,44.2852,81.4289,52.5745,663.9675,3.2389,2.4364,2.4364,8.9489,2.2372,652.5822,3.2629,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,100,24.7964,1.3051,65.877,3.4672,90.6734,4.7723,1730.2814,1.4136,1037712.6944,847.8045,1039442.9758,849.2181,836.3103,29800,28576,0,1224,0,0,0,0,0,29800,28576,0,0,95.89261744966443,547718.9760000051,0.0,547718.9760000051,69868.45000002401,0.0,0.0,1.467318337080023,1.5385,0,25.0005,0,338.296,3.2219,0,0,7.7701,1.9425,330.5259,3.3053,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,120,79.2568,3.0483,154.331,5.9358,233.5878,8.9841,2017.8961,1.5093,1078907.4562,806.9614,1080925.3523,808.4707,793.2201,35700,34360,0,1337,0,3,0,0,0,35700,34360,0,0,96.24649859943978,800510.1400000192,0.0,800510.1400000192,85518.05000003526,0.0,0.0,1.4305651262869323,1.3141,0,25.2956,0,413.5593,3.3085,0,0,9.4981,2.3745,404.0612,3.3672,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,140,40.4947,2.5309,66.3193,4.145,106.814,6.6759,1713.9729,1.3225,1091723.539,842.3793,1093437.5119,843.7018,833.4942,41700,40404,0,1296,0,0,0,0,0,41700,40404,0,0,96.89208633093526,1080977.9480000425,0.0,1080977.9480000425,98142.95000004396,0.0,0.0,1.0249526230384698,1.1236,0,25,0,475.0923,3.2765,0,0,10.9119,2.728,464.1804,3.3156,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,160,28.1312,0.8525,60.207,1.8245,88.3382,2.6769,1727.7174,1.4792,1037136.3953,887.9592,1038864.1127,889.4385,865.0728,47600,46428,0,1168,0,4,0,0,0,47600,46428,0,0,97.53781512605042,1430126.3799999899,0.0,1430126.3799999899,114296.40000005522,0.0,0.0,0.952979290178932,0.9902,0,25.0027,0,553.4836,3.3544,0,0,12.7125,3.1781,540.7711,3.3798,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,180,57.7193,4.8099,110.4846,9.207,168.2038,14.017,3441.2979,2.4563,1254320.5069,895.3037,1257761.8049,897.76,890.2548,53600,52195,0,1401,0,4,0,0,0,53600,52195,0,0,97.37873134328358,1673684.0639999784,0.0,1673684.0639999784,127070.00000006473,0.0,0.0,1.3745855075955238,0.9827,0,27.7615,0,615.0497,3.3246,0,0,14.1263,3.5316,600.9233,3.3385,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,200,65.6645,2.855,141.7589,6.1634,207.4235,9.0184,2437.2996,1.756,1097309.8772,790.5691,1099747.1768,792.3251,779.5568,59500,58108,0,1388,0,4,0,0,0,59500,58108,0,0,97.66050420168067,2220091.8999999957,0.0,2220091.8999999957,143263.10000003056,0.0,0.0,1.0072390535831781,0.8206,0,25.6449,0,693.4498,3.3827,0,0,15.927,3.9817,677.5229,3.3876,0,0,0,-1.0,[],[]
